video_id,cleaned_transcript,labels,generated_labels
z87gmoOr3eA,buttseck card challeng deck destini dragon exodia fail god guy im oppon talk tv wing your,[412],
LdBMkeFBT3A,back better call care cri ever eye fell felt find get kid laugh less music night promis ring smile sometim telephon tell want well without wna,"[50, 503]",
y7CPizR_vVo,beach blue carbon elit fiber fresh got half kind lebron like screen shirt shoe size south,"[66, 148, 253, 271]",
bdCBkKvIL8E,aaron calcul dude hell imposs project scari special,[623],
bd5Qe97udGQ,alreadi charact debt fabl fortun game get kind one pub rank spoiler unlock yeah,"[0, 1]",
-GaoWHuLcZk,applaus music oh,"[88, 184, 307, 380, 416, 614]",
XYlzCiKsd7w,actual build catherin channel finish futur game go guy im like messag plan play post uh um video,"[0, 1, 36, 147]",
ODZaW_dpA4U,anim boar boor catch fred get grow herd jump market martinez pig soil theyr took trailer tusk wild yeah year youv,"[15, 262, 1098, 1452]",
gDIwSiPJ6DA,came court dream got hous im mouth team who,"[0, 52, 91]",
7elEePp47g0,damn dash glitch go got hurri let music okay ring somehow sonic speed stage tail version ye,"[0, 1, 150, 204, 2235]",
4lFxUsb4sEM,cup emerald he hondura humanitarian master overal sean uh week,"[100, 696]",
qFDEhlEpQJg,arena atp championship court draw get know scan tenni threedimension tougher tour uh week,"[0, 226]",
hUPVQPxiKu8,autobot decepticon galvatron jupit know magnu object planet plasma quintessa quintesson rodimu ship,"[5, 16, 379]",
8zfLPGvBLWw,hp involv music play song,"[6, 8]",
AswRAa8_oro,applaus argentina hey music wor,"[3, 4, 28, 33, 38]",
AaXgLMD6cGg,applaus,"[0, 52, 70, 91]",
KLXaBdMyl7Y,actual darn focu focus im know littl mask moon pronounc see slew telescop uh,"[717, 1653]",
fBZh2ZZxBko,bed day earli energi extrem feel friend ha hit honestli im know late like night occasion peopl prefer sleep soccer therapist trickshot wake,"[0, 1, 36, 94]",
zfOdyo6DYII,back box click comput escap factori file hp ill key laptop load recoveri restor screen short system tutori window,"[74, 106, 187, 200, 1896]",
PcBK3a90xI8,annoy applaus caller disapprov dispatch emerg gun he hello himad keep leti move music natur pleas sergeant shoot shote somebodi state stop suspect unit vigil viilant walt,"[0, 1, 35, 1130]",
DMqHM2YdbdU,bike compass donkey dont doy exhilar feet forget gnarliest go god graviti ground heyab hill moon mountain particip rode school sun takeoff tryp want your,"[53, 58, 163, 1934]",
UT9D-w1JmLQ,applaus gre laughter music number player russ russia,"[0, 12]",
2EH997_uRJo,amsterdam canal cathedr citi cologn cruis dame franc germani gothic histor journey masterpiec museum notra rind river strasburg,"[419, 474]",
2J1rUZHSIC8,autobot gulli jetfir megatron men music optimu scaveng sir star starcream thrust transform,"[0, 1, 5, 16, 379, 735, 1998]",
JDJtsAUcPZw,groov im move parti tast time work,"[2, 7, 198, 531, 2517]",
tq4qd6xHj3Y,ak buggi car found go guid guy ibiza im mon onlin race unlock upload video visa wreck,"[0, 1, 42, 1406, 1791]",
jVAPO33q3Ng,ad add chord dg excus gb gd go hand hit hope impress left play right teach that time twice underneath your,"[31, 40, 57, 117]",
RFVSoi0ENgs,afternoon bank breath clear closs deserv dyke he hold hors joe joer jump kruger last lucki ride rounder skelton steadi superp vital wham,[333],
RF334TIQIuE,apart broken buy cabl comment devic iphon ipod jailbrok leav mom mr phone replac ribbon slide tutori unscrew,"[21, 23, 24, 73]",
STotCmIDrDs,applaus bathroom celebr christma comedi eve fiber flash gladiat music readi scoffield scottish tough,"[16, 315]",
wf8Cl-2izPA,appl babi berri boat bu cuz goucher high know marri one perfect pie smoke straw wanna without your,"[14, 466]",
9MO6KG2bvFI,bionic black guy impress jordan jumpman lace leather like midsol pair pick realli red see soft sole specker tongu video wire zoom,"[66, 148, 253, 271]",
xsMRA4lMWdA,app audio comm devic game go instal iphon ne nintendo remot rom tech trial use wiimot,"[0, 1, 21, 24, 73, 105, 288, 322, 3454]",
D9WNBPJEU2s,applaus babi come music ni what wo yo,[125],
zyDVZWbPl1M,airsoft batteri con connector gun like magazin metal plastic pro review right rubber sd stock uh,[180],
f4dipMgcSXo,hey us usi,[3],
NkMj6K-SUjw,els keep like nobodi tri,"[15, 18, 67, 2142]",
6qiC0y3AqD0,booti break dancer make music never roll sasha sexi shake show smooth touch want,[61],
6taRltrSabU,also appl autofocu faster featur iphon motion new plu processor,"[21, 23, 24, 73]",
PMkOuo8w3Uk,ch hey la oh,"[4, 13, 164, 175]",
op1fNNpD1jU,alexi alexich bet big darion decis everi flash gave god gonna ignit ive joe joke let loser love milton ocelot oh okay one religion risk see slice somehow spider spit stun tomorrow uhhuh visual word yeah,"[0, 42, 111]",
Vu4aV06oSdw,aviat bang cow cuz drivethru dude funki got like main man near park rome smell squeak station sunni uh,"[2, 7, 30, 55, 3610]",
VwQqantuQKY,ay gosh hi jin ko laughter mag mak mo musta na nak naman natur oh yung,"[311, 746]",
NGz8VxfhPZA,applaus bl music sh shoot,"[5, 84]",
VOwLpEFnObQ,area artisan bean cafe coffe design gari gelato group magic michigan pistachio place raspberri realli state street tonight triciti wonder,"[11, 2216]",
F96pb55Xbp4,anoth fight heo hero human life need sa save super today who,"[14, 3201]",
h11DA03wmkQ,anoth cuz fingerprint innoc learn lightn make never pronounc prounc say set sorri without word,"[0, 12]",
2Y9dAxog1dc,fight fore ko laughter music round spee,"[0, 1, 5, 69, 378]",
1-f8veCWyWY,assault black close detail feel grind gun guy like map op peacekeep pretti quarter realli short submachin think uh,"[0, 1, 36, 94, 147]",
FghdS1Zd5gg,babi come control cuz dont hold ladi man meet regret shi show take want,"[0, 241]",
Fgu6UR5CG9Y,,"[5, 2451]",
lARxLTzzqxg,afraid bear beauti colleg color courag crazi discourag dont laugh let like lose love make rainbow realiz red sad show sight smile taken true world,[1855],
0_M5GdJIDzY,alik anyway appreci around astonvilla blanchi decent del dislik fabian fifa front go greish guy hair he im keep lean liverpool music one proof quit semifin shave smash star turn virtual,"[0, 1, 63, 167]",
J0JbiclSl0o,amaz axl bush cm downhil favorit free hanger kilo recommend restrict ride skate smooth truck,"[2, 68, 72, 75, 452, 480]",
aufnSRdTq9I,along boogaloo brought bum chainmail channel check descript friend hairi lose love parti promot rape rocki send seven shake show sleep subscrib thank tonight troll um video,[8],
th3_ie3q_tE,action arriv art ceo creat deeper develop electron final form forward game happi histori independ industri invit join land pass perspect potenti propos publish respond satisfi stage structur success system tast week welcom wider wii,"[0, 1, 203, 467]",
lTdCvkUrrEk,actual belief bug come consol daisi develop fix game go guy minecraft pax playstat start stuff think xbox year,"[0, 1, 245, 657]",
TTA_JAjiFOE,applaus blow blown book cant choic death drag flag got innoc music myma nois pencil principl rhi salut sc sch scho sco suit sumer summer teach toy,"[0, 1, 93, 102]",
S4bisnVPvXk,archer attack balloon base clan drop go golem he inferno king lava level queen rage raid spell star tower troop wizard,"[0, 1, 42, 306]",
U6lrnAZxjiQ,age assess assist equal explain group hector kiyoko koko kyoko learn like okay partner peer problem solv student sum toshiba um understand variabl want,"[205, 598, 1245]",
odwJ9jFhZVc,big brake car exhaust fiat fun go horsepow maynard nice power sound speed tourist traffic way,"[2, 7, 104, 531, 2292]",
o5qXTAiM2r4,athlet denali design expedit face feedback inferno none north product proven realli seri summit test,"[60, 353, 3697]",
24u0sNb7pvI,bn boy cor corn die fall fo fortifi golden hot le like music nearli paradis poor river ro run sun took walk wine,"[3, 4, 13, 550]",
2AU7b8vGAOk,add center coeffici complet equat factor go im likewis number parenthes posit radiu side squar take um ycoordin,[2607],
YHwlIGHkF0A,assist batteri bicycl bike know like motor offroad pedal sensor sort theyv throttl um,"[53, 58, 163, 214]",
bG8fvIRFb5Y,awesom bit codi day epitom garli got jcr job line morn motocross music mx narli regroup rut strait tanaki townley track uh um wilson zealand,"[17, 19, 143]",
jkk2E6ioIrQ,aur canada canadian classican coin get gold im min never okay one pac stor take uh yeah,[1061],
kT5ffRhBwXI,come control cours economi fort fuel got lx middl port power racin redesign seat space split trip trunk vehicl video weve,"[2, 7, 171, 1038, 1158, 2532]",
BGSwMjDUeuU,bam black bring cant crystal damag disent done even face footman freak ignor instructor inv job knight light nope play ran ruu shall shield steel student sword vision,"[0, 1, 893, 2551]",
BJ37nonagho,anyway base dle feet foot ill keep leg like middl muscl music note pattern physic play solidifi sometim sound triplet uh work,"[28, 33, 38, 78, 86, 257]",
Y2EpzruQ3WM,aint aliv drug forgiv life made mess rest sick spend want,"[0, 1, 42, 431, 586, 1427]",
dyjLwe5wCys,ac automat brandnew car clean document engin fiveyear intak radiat radio rim sound spare tire warranti,"[2, 7, 48, 213, 2293]",
MxBf9CGyj-E,bit curl detangl fall frizzi gel go hair im ive jojoba kind oil part put rake section shower summer tresemm use usual winter,"[50, 65, 256, 850]",
ICnr9dphFWs,bag buttercream cake cut decor hand lift littl nut pipe rosett see spatula squeez,"[11, 20, 22, 176, 250, 683, 1379]",
VeGtviPJF9Q,bob button charact hous left offici right sagot stick switch uh uncl,"[1, 193, 1495]",
VhTghrSsF38,children la music sky,"[332, 521]",
ViGPEyhYWPI,car coal duck henri said thoma tobi,"[2, 26, 45, 442]",
BZROg_dbWoA,coupon doubl harri manufactur rain regist store,"[1366, 1505, 1872]",
jJEmRasoxfM,also bit capabl car get howev instanc interior practic rav reliabl seat space suspens there toyota well,"[2, 7, 95, 116, 235, 1012, 3231]",
SGf5Phmqqj8,assign command go indent interact script step trigger um,[27],
mzayNK4VFLU,away bot citi cop corpor crook discov distract empir espionag expend explos file fingertip got hacker honey hurt interf man meant men mr ra reveng run server someth suspect thief trillion valuabl walk want weapon wheel,"[1, 25, 35, 1130]",
1H92EPyxDBk,beak bird catcher chile fernandez fli hawk jabiroo japanes jedwood juan raptor spotti stalk tyrant wax weaver widow wing,"[133, 939]",
MeKB6rSuFXc,airless ceil cours filter gun mask pole spray system tip unit,"[277, 2046, 2085]",
Psj0Ni6SWxA,allin bed bedroom bleach brian britain car clean compar furnitur harpic insur marketcom monday music plu power stain tax thecutcom thousand toilet,"[315, 505]",
lkSBHiS5LdU,beer caramel changai chili chunk cook delici drip he lana lime look meat saa sausag slow thai theyv uhhuh wow,"[11, 22, 29, 1209, 1796]",
_Oao4TlwIGw,anyon basss blitz bombast boom boss br captur chicken crackl european furnac helicopt hoist hoit kill largest music nativ orchestra pacif point profit roast rule run sabotag savag scen slave south twan useless vulker,"[0, 1, 25, 777, 1404]",
_RqVsmqUE_U,anyway bark cakey cope cy develop flower healthi kiki littl microfungu moss mother orchid plant pot produc root spagna spike tri um,"[126, 220, 1077]",
4ffTee99JaA,al atic call cant ce confess contagi cuz doctor got hold im kick li littl live love minut put refil rightou shout wait without yeah,"[93, 102]",
Ow1a_NnPvEM,american android applaus booth crack cross excus fake got mall milk music pink right sauc union venic whole,[1],
qgLFnZ_WptE,batteri bean brushless build clean convers favorit fine fli floati furi gallow gear gill gram hang kit kv land light milliamp mustang oop outrunn plan rc retract sea stick suppos test tuck,"[64, 149]",
qh7TQZoHwcg,afternoon back ball cutter dummi footbal ground hunter jamin makai meter minoga tri uh,"[0, 312]",
CM8EkOR2r8s,amstrad aroid aspin bob cpc demon druid fast flicker game go god im initi jake like oh probabl record suppli yeah,"[0, 1]",
0OBRWbCOKMk,acorn awesom behind bik botl bupi co didnt dirt good gosh hollow idiot like music oh par pleas poo say scari see sound spid stop subcrib subscrib te wait yeah yet,"[2, 17, 19, 26, 64, 149, 729, 2542]",
0TgeJnt79l4,craft cycl drop game inventori loot port public pvp server set uh um zombi,"[0, 1]",
3Cn1UAtw1-M,attack battl blow blue coiner corner couldnt draon eeve fierc hit landom loni move music sent togekiss traon,"[0, 1, 81, 108, 1230]",
6xr1KKfyDSM,chri frozen goodson headquart horn instant jazz know longtim music neck north play respons savag sax steve super um youv,"[168, 188, 594]",
E89DRWoJEQg,angar arrow attack elf fame fight fortress freedom haler help homeland hower ladi lauren leorn murder naso nazo orc soa surviv today vage villag witch,"[16, 189, 326, 636]",
5qSuL8-cAb0,banshe blue car color gta guy im like love phoenix realli rim scheme um white,"[0, 1, 35, 85]",
DJb-hHWmEIA,adult beach calm children current flag footbal get lifeguard luke realiz rip sea stay swim swimmer take terrifi water,[3857],
v_uZXkL5-zk,feel foreign okay tell uh,"[19, 53, 58, 214, 494]",
aWe0LoABfas,applaus music yeah,"[0, 1, 69]",
apZYqrWmTi8,come kangaroo key kitchen kitten letter map milkman monkey moon morn,"[5, 1064]",
at60hC1aruQ,becom drive driver log road safe safer teach trainer truck week,"[2, 75]",
Kz7O8Indl0I,bye foreign playdoh,"[699, 2401]",
3UxsAjF2LFI,music,"[0, 5, 730]",
QKI7NnYxPDk,dy engin falcon fy juke paint perci repli thoma,"[5, 16, 442]",
_FnCkldOLxI,chamber delet descript game here map pallet trap type uh,"[0, 1, 157, 407, 481]",
_Gv68CUnTKI,alright apart blah disc eventu fix guy kept left problem read screw show threegam two video work xbox,"[1, 105, 192, 331, 455]",
C1ATcxMOR8k,applaus boy carol dealership fiveo friend hollywood later lester man music race refus shredder sunset sup,"[0, 1, 19, 35, 2382]",
xPLA1nEY4WE,bowl crack creami delici discard emili garlic garlicki get half let lid muscl okay parsley pay readi reckon reduc shot sister,"[11, 20, 22, 29, 32]",
xVqs7klxW-g,braid diagon elast flower french girl hair look loopi ponytail revers section side start,"[50, 65, 355, 1072, 1500]",
xXU1cel8j4o,air argon bayonet bulb burn electr fifti filament ga glass hot light mainli screw sixti thread twenti watt,"[1660, 3365]",
ff2dmhtvstY,angel babi born good jesu king news sheer shout sing sound wise worship,[400],
8psumsKCuB0,chaka come credit dj express fame got inat innov match music scra scrap scrapp soul sti,"[311, 360, 1933]",
YKwFbBmd34Q,batteri charger got mega popcorn powder ranger recharg regular samurai seri skirmish squinki uh walmart,"[0, 26]",
fh8-t97Gr04,absorb appli banana bathtub face flour keep lay mash mask nutrient orang pore relax skin spoon vitamin,"[11, 20, 932, 1034]",
e6eWw6ejs4g,differ dx gimbal qq quandri radio sound switch um,"[64, 3251]",
YdTIoZ5vU0s,collect conserv fairchild garden palm plant scad tropic world,"[126, 276]",
Lcz8E5sosG4,applaus away day fade forev heart life lift love music never shine side stay wake within,[3],
ytqjShL58Oc,antibreakag blow condition cousin dryer growth hair line mega neutral perfect post product protein relax shampoo strengthen um,"[39, 50, 65, 256, 850, 931, 1042]",
406CmNFdNe8,back come ding drive fall film hear high hub im itll live lock might oh pull right sh side think tide turn water whole yeah,"[2, 7, 75, 95, 197, 248, 508]",
xzJ1lXqaJiw,air buck cabl cost go guy hour idl idler im piec plug right see televis truck window,"[2, 75, 104]",
GcwO_FJLkDI,case cheap crack dont dvd folk frustrat game here kind like one pri push uh xbox,"[105, 192, 455]",
GgdX38gnNuQ,anymor knock music woo,"[3, 4, 6, 9, 10, 13, 38]",
e_6faZMrIII,arent bill clearli crew destin fast game garden go head indi inher life littl nonsens pay race radioact ray ridicul robot shadow slow slowmot snail sunshin turbo whiplash,"[16, 25]",
ft66HxuIZsU,annoy damn dobe far good guy health home level libbi like obviat oh realli record tri us web yeah,"[0, 1, 354, 535, 1873]",
P-6PtE733GI,downstrok exercis finger form go okay one pattern puchi seven start string techniqu upstrok,"[9, 10, 37, 889, 2624]",
YqUbdqHRdrg,audi car cayman competizion cop count counti criterion disc dualshock edit equip game gonna inform jammer kupe leapin limit manual map need onlin packag seacrest speed street tronic ttr turribl unbox,"[1, 183, 258, 1717]",
Yr5nDhhxWpI,autumn begin chord fallout go grand instrument ipad key major music okay piano play sharp slow song start theft tutori uh um,"[31, 40, 47, 57, 117]",
cHuDDWtqxB8,charli cross frighten giant lola pickl sandwich sky sofa storm thunder,"[5, 16]",
XkZZJFqUe5U,come comment disappoint far friend fun gate get glitch go gta harlem launch like locat myct need next repli see someth stand th tri um underland usom video wall young,"[0, 1, 85]",
1oqWYeBlZNY,buy cheapest clay control ive lb littl mean potteri realli speed super tabl throw uh um wheel,"[495, 569, 1440, 2841]",
42JEf9GKkkw,captain cold escap freez hey justic leagu master meet music oh wayn well yeah,"[16, 268, 435]",
qJX0cgMBy1k,congressman countri elect feder govern idea know leav much paul peopl perhap postmortem principl secess think uh well,[195],
3wqrVJRMOXc,arabian birthday cuti design draw emo festiv funki girl glam hanna hannah look makeup myat nail parti polish runway simpl spring style super uae,"[5, 49, 80, 265]",
OzkDx9Qah1w,applaus day ill music wait,"[0, 1665]",
aRS6Bjls1Ok,addict bobbi come divis fight freeman gentlemen gonna kg kick kilogram martial mma test win wow,"[92, 110]",
aRkR9T17d_E,andin aook championship consecut danc european extraordinar grishuk gruk judg kova look music oov platto prat program rece six skate technic techniqu win wonder world yanela yni,[346],
aScdrYz_Vfs,better dont fun gonna guitar hand hmm itll kid laugh let mitch nope oh okay paul play right silli song theme,"[4, 14]",
cTsJ_sWVxXs,advanc base captur deploy forward group interact menu mode outpost player project ralli realiti respawn sector secur squad team,"[1, 677, 920, 1323]",
9PJP8RpExkU,alon ask believ cheater could dont drove haunt know lie love music oh stupidli tell trust wanted work,[14],
-pHKEfMlZkc,custom cylind design equip hydraul lhd manufactur pneumat,"[2, 7, 62, 2843]",
-qmiqut4IZ4,backsid bind cord cut fold go im inch lay nylon pipe quilt seam sew stitch thread your,"[390, 485, 748, 1300]",
vwxWtecILz8,alert batteri charger click date gp helicopt investig last login magnet map micro purchas site spi track unit vehicl would,[2],
k6yq7kwUUDQ,airplan daycar dog dragon five fresh give gruffalo guacamol like one paper simpson star would yeah zero,"[16, 1499]",
7u5KSEcBNgY,bacon barbecu im lettuc mhm pepper sandwich sauc subway tast tomato turkey,"[2, 7, 1792]",
Hr9OnIRCRyI,block corner cours first form joint leftand level offset rebar second stagger vertic wall zip,"[347, 388, 606]",
5RBq8PmWJ2c,oh,"[2, 17, 19, 171, 1053]",
5UXyGCvq1mk,ha music yeah,[166],
bNEXEZmjIgQ,henchmen hide ho sensei shredder splinter stop train turtl,"[16, 644, 847, 3856]",
VT3W9PyC174,airplan back la laker like nba night pretend realli right shoot sk star use wish,"[0, 52, 70, 125]",
khwRIHHobbs,bead beat black brown criss cross dark four light millimet one pull put red three,"[732, 1067]",
Inho4-JuhFQ,actual air backsid chuse contact dent file go guid high highlight identifi im machin metal panel pull sand show shrink tap trick uh use,"[2, 7, 798, 1732]",
nqsD_v7zmws,ali alien alley alright awesom blok check einstein evo expect got im iron know man mr oh patriot popo right spaceship trooper viper war,"[26, 189, 199, 3085]",
W60Fmt33egA,back come cuz introd masculin middl midl resp sing,"[3, 4, 6, 9, 10]",
do53kHF9jOw,applaus bath briish businessman cigar conal crowd finish gene go messag moment myspac pacif perv pester quit rph scene scre ser shot sleep spot tonight tripod went worka,[14],
ZzFal84fn6Q,aint bone drink dummi hard jum jump junk junki yard,[14],
ERHZxs5gDBE,accur applaus bounc costum crane drop gabe go heater hous kid music pimp pumpkin skeleton theyr watch water zombi,"[2, 7, 1186]",
LKxR03higwI,accessori car cigarett coffe compart cup everybodi filter itll knob like music put steer stori tray uh uhhuh yeah,"[2, 7, 197, 316, 756]",
89szwy-q8Hc,anniversari bath cool dimens door forward gear get god hollywood mickey much oh shirt skellington terror tower twilight way zone,"[141, 396]",
bob8lLvHqT8,al ball birdman bucket burk caner cj defens denver fernandez game half harrington jazz jefferson lawson nugget point rudi,"[0, 52, 70, 125]",
uFMEn4PYV90,amil arraign behind bred church danc depend effect emili fifth first gold height join ladi lapenta line medalist movement panic pet point salto she somersault spot tough trace tripl tumbl twist,[261],
OSs-BuNW3sk,cloth clotheslin day dri dryer environment hold laundri nakey pictur potti room scare scari seat tina wash washer william ye,"[341, 652, 763, 1241, 1584]",
coe593Ef8Jk,bang benjamin brand earphon overview piston qualiti realli sound,"[21, 23, 24, 410]",
prDEloNC748,bettencourt chavanel climb degenkolb descent fulsang gap kilomet peloton race rider second slag stage stake thoma trek vincenzo yelter,"[19, 53, 58, 214, 494]",
a67kt1Y1IDg,come eye next oh okay one open three um,"[0, 52, 70, 91, 125]",
og1M2oAgH3M,foreign,"[4, 6, 9, 10, 13, 754]",
JweegwMm5ks,applaus,"[0, 8]",
HYn5rqJ3GB0,antihero babe dead deadpool dizzi dlsa drop dubstep dummi extraordinair haircut labom mayhem num old taco trailer wade wolverin,"[0, 1, 25, 2063]",
R-3TlV68buQ,aerial barrier bore break breath build chase cop couldnt crazi dedic engag escap fiasco freedom grind homi legal lobbi push rout safe said skate strong wasnt,"[0, 1, 1141]",
Si8xPoRMfrA,big cal cze glimps gu histori humanin illus jaan japan mannequin meon nake se sfl silhouett tonight wi ws zoo,"[1, 21, 24]",
3n1_gpgZDL8,arriv caught flash graveyard mash mon monster smash vocal,[14],
YjHqpc-f7d4,abl alway amaz bmw build car caught crazi drive driven ever five impress music paper quick rock scissor suv teina,"[2, 7, 17, 174, 361, 2613]",
CSCd_IfF__A,box gonna gun infern juggernaut like machin nazi oh okay one pleas put two um video yeah zombi,[26],
5M3vIVgw6XA,busi compani facil famili father henri hire lkin machin nicola product someday task,[541],
TlnWav8VI-w,applaus danc dj music throwback yall,"[3, 6]",
7EWALZCMEcY,alway bicycl bike brain elementari helmet kid learn like listen luck protect puppet safest schooler seat song student teacher trust wear,"[205, 598]",
R42Qf_21ukY,beauti breakfast chees chil fahrenheit good januari johnni left marathon mil mile minu pittsvil proceed sandi small temperatur town turn wisconsin,"[2, 7, 305]",
X3zVWy29Ivc,ac adapt alpha batteri camera connect hour laps power provid slr solut time,"[146, 158, 279, 439, 454, 712]",
UuKQ3Oc97Wk,batman beaten dick gonna he month music pillow robin superman superpow vote vs wolverin,"[1, 268, 682]",
UwOiTVGhH4k,cube dian know like model piec realli uh um,"[26, 574, 596, 609]",
NOYq9kGmRSM,ar cant captain downo good head hello mu put somebodi time unless,"[0, 670]",
XJZElywubcY,breez broken crush fallen feet find heavi low neath poin roof sall shoulder sleep slow somewher stall start startop state stole stop stting suck,"[2, 83]",
7Ao6KD8f9J4,ac circuit clap hole input microphon output potentiomet resistor signal tini use volt voltag wire,[2570],
A2J8Gt9jtN0,bar cool demon four fun go guy hawk im internet interview ive lobbi lot op realli snipe sniper stream stuff uh um,"[0, 1, 36, 147]",
z2_jDDLg2wc,back cabinet closet corner drawer floor furnac goodsiz hallway kitchen know open quit right room shower there trailer trim window,"[88, 184, 2885]",
KT6knyLNB2o,bug microsoft pack question releas servic submit uh vista window xp,"[0, 106]",
6QTkfdu9Fws,bath crutch distilleri effect flavor go im mouth much nose palava sneez spit sweet swish tast taster wine,"[11, 877]",
ZlgN55iQB6M,bee collaps crap cresa fuel got laughter line music oh plug run rust screw see sound stupid toyota uhoh whoa yeah,"[2, 7]",
zBcejD_DESI,art artist basel basil basl billionair bosot canva canvas come convent everyon evolv exhibit graffiti her keith like museum never paint parti picasso rene sale see terribl theyr uniti wall,"[49, 418]",
pVwVTgYHMDQ,absurd amber ann babi backstag basha berdych boosh candi carol counsel dino fauna funda gue inna kurdish lawson leo lucia magley mclean minist multicast obtain olsen phoenix popper portugues radovan raghubhai ramen rode sf shania she spago sushma syndrom vassal vice wheat österreichischen,[14],
mrl504QIeMg,best capabl chri confid couldnt day derek hard im jerri know lead like lopez make plan pr race team tri yeah year,[3650],
4mqFOPtcXUw,dont oh,[3],
M0TLxbY2ZHo,applaus away began bo bright earth felt found jingl kiss like man music often promis pull shark smile stare stone street strucko sunshin take tree,"[3, 4, 9, 10, 13, 38]",
rLBxvj-BeLA,arab broadcast empow isi media social spring technolog user,"[195, 3209]",
4QkmbXb23lI,brought drank flamingo flavor guy know koolaid lemonad meer meyer one pink purpl rex rockodil soru uh um yeah,[11],
PdKS82r1sBo,along bs cuz eye fall feel frighten hair hand im land le lip love music purs rather sat sea shake she shiver simpli stare strang swim thumb voic,"[5, 136, 2399]",
JQPblO5_2HQ,airhead amber angela apocalyps babylon blow cabba cobbler cone damn eddi evil felangela fifi fluorid geeki gin gpk hag haley hay heartless hippi louie lynn milki mitch nicki pack paint patchwork rutherford ruthi shirley shrunk skippi stevi toothi warren,[26],
pCmfH-yQlE4,acc amen baker boy car cest clo coexist dring dro footprint got gri herli herz init likey micon perfect savior smoke soow swit taker tell theet uplift want yeah,[14],
zQLwXu6qTwI,area around bait ballast chunk easiest flip handheld hanger hole ive jake lip pre predril previous quickest rotor round rout router side use weaken,"[43, 270, 374, 693]",
qoh6YIaOTq8,aint bar bounc ge im imma keep medic swag weed,"[68, 72, 98, 151]",
Gnc0_8VpB-I,morn music walk,[60],
to7bdCVy6V8,actress britain british call comfort danger dinner fat food go itali live overweight peopl poor roger ski voic woman would young,[3],
85QKFm79YpI,bake clay glass mold palmer polym press uh,"[569, 1095]",
0DP7RbkSWEQ,music pap,"[1, 3796]",
bUZrswJkd9Q,aro beauti becom behold blost bouquet brier counsel croakington cubber cupid cupin dexter ever ew fairi fluster happili hopper love mean need pid poetic possess princ ribbit smelli told wait your,"[5, 16]",
bV1IUMIEZaY,advertis booklet bundl card charg game like look memori ps realli tape thingi um unbox vita yeah,"[1, 105, 424, 510, 535, 590, 976]",
unXF5cpWMpk,capac comput drive enclosur extern hard instal kingston notebook space ssd system,"[74, 187, 275, 703]",
D9xP5oB9E90,color design differ elit guard helmet lightest pro rang signific system titanium uh,[724],
EtE0wRVc5cs,babi band bbe beatl br braia car come dve famou favorit girl go im japan love massiv mayb mayi music ps star told understood ye,[3],
AaupRmSH_kc,allow backstitch cm fabric face finger finish fold fray garment inner iron neck press prevent right seam sew side stich stitch strong,"[62, 390, 748, 1655, 2658]",
iRu6QfwaHHs,almost appear boot box button calm charger coupon desktop fast fulli fullsiz geek load login manual mini netbook nice notebook power pretti qt screen toshiba touchpad tradit webcam yet,"[74, 187, 838]",
u4r3-ceGAxU,arm chang disney excus hangout leav leila liid mom movi selv sing stori summer tomorrow wave wetsid,[25],
f6k1oTsk1bk,asimo attack ballot cityvil cocomment counter deaara final fredi ghana given gonna john kanout kenya kiter knut minut molli nearli nigeria oh ronald siddha supin tackl theyr well yakko,"[0, 12]",
fBopQYd_9gI,dart doubl he jenkin john leg match one park part play round terri think throw uh warren well,[0],
4R9e3XrFpG8,ball bull carter crusad homid jess minut noo penalti score upstair visitor,"[0, 312]",
psVWk1Evo5w,abc alphabet know let music next sing song time togeth wont,"[5, 16, 1064]",
n6I6iP0RVCw,consol game gener gonna microsoft nintendo playstat sega soni unk,"[0, 1, 105, 424, 455]",
2HejAhDjNxs,go let music never saint wo,"[28, 33, 38, 78, 86]",
jZHUupOFdNE,also automat chain chauvet cheap confus daisi effect extrem fog great inexpens led light lx mode moonflow realli sound theyr togeth,"[375, 420]",
0E4MlKLjB4o,aahah applaus music,"[0, 1, 5]",
YOIp4cky69o,across border bush come copi go gonna hillsid im itll lake line pine put reflect right shorelin sketch someplac stick sunglass there tree tri,"[80, 127, 265, 787]",
3chzY1LeVcE,close could face figur hard hold knew love matter music put sh smile wish,[14],
wYsR0WmMoj8,america armi bomb fair mega monro nanobot north plant rpg shadow snake stop teleport toxin your,"[5, 16]",
LrVXDkRmMfo,amount becom butter coconut dough equal fri heat keep mix mixtur rememb smell soo sugar susi,"[11, 20, 22, 32, 120, 430]",
Lrp7owZ71xM,ahead arrow button dan dispens fire fortress go guy like look mod pulser redston turret zombi,"[0, 1, 27]",
LtcCGKrykgM,begin blow comb coutur creat design direct dri emulsifi encourag finger hair hairspray irregular jag movement ontrend pieci puls reassembl reconstruct reinvent result section smoothli subsect switch textur,"[50, 65]",
Ltc220vVoWA,alright canal compass crowd dog find go kite magic map mickey moo mouth mu one park pretzel ride right secret shu storybook there,"[141, 396]",
unnxgRkJqwM,ah angel babi bless drop fallen freez god hell listen michel nypd pleas tattoo ugli wall,"[0, 1, 1327]",
9Mx7BSWUfc8,caus check cold compon exhaust fuel heater inject injector intak malfunct ohm pump sensor solenoid start suppli volt voltag,"[2, 7, 90, 810, 1739]",
