video_id,cleaned_transcript,labels,generated_labels,unigrams,unigram_word_map,segments
aUnuupj4owk,auditori book buildaskil child childcreat fun help individu kid kinesthet learn learner practic rememb repeat repetit sens skill student varieti wallet,[598],,"['auditori book buildaskil child childcreat', 'fun help individu kid kinesthet', 'learn learner practic rememb repeat', 'repetit sens skill student varieti wallet']","{'Segment-1': ['auditori', 'book', 'buildaskil', 'child', 'childcreat'], 'Segment-2': ['fun', 'help', 'individu', 'kid', 'kinesthet'], 'Segment-3': ['learn', 'learner', 'practic', 'rememb', 'repeat'], 'Segment-4': ['repetit', 'sens', 'skill', 'student', 'varieti']}","[['auditori', 'book', 'buildaskil', 'child', 'childcreat'], ['fun', 'help', 'individu', 'kid', 'kinesthet'], ['learn', 'learner', 'practic', 'rememb', 'repeat'], ['repetit', 'sens', 'skill', 'student', 'varieti']]"
ajhR91oHqH8,abl ad apex avian brethren chucklefish disabl genet glitch go lotto mod neat pixel racial rasa resist star starbound station tabula thing wall,"[0, 1, 3264]",,"['abl ad apex avian brethren', 'chucklefish disabl genet glitch go', 'lotto mod neat pixel racial', 'rasa resist star starbound station tabula thing wall']","{'Segment-1': ['abl', 'ad', 'apex', 'avian', 'brethren'], 'Segment-2': ['chucklefish', 'disabl', 'genet', 'glitch', 'go'], 'Segment-3': ['lotto', 'mod', 'neat', 'pixel', 'racial'], 'Segment-4': ['rasa', 'resist', 'star', 'starbound', 'station']}","[['abl', 'ad', 'apex', 'avian', 'brethren'], ['chucklefish', 'disabl', 'genet', 'glitch', 'go'], ['lotto', 'mod', 'neat', 'pixel', 'racial'], ['rasa', 'resist', 'star', 'starbound', 'station']]"
alZYpx5TykI,apart baffl bubbl cabinet come filtrat fit fugium gallon goe hour inlet mockup overflow per protein pump refugium rid saltwat skimmer split stream sump system tank tee,"[18, 59, 62, 178, 805]",,"['apart baffl bubbl cabinet come filtrat', 'fit fugium gallon goe hour inlet', 'mockup overflow per protein pump refugium', 'rid saltwat skimmer split stream sump system tank tee']","{'Segment-1': ['apart', 'baffl', 'bubbl', 'cabinet', 'come'], 'Segment-2': ['fit', 'fugium', 'gallon', 'goe', 'hour'], 'Segment-3': ['mockup', 'overflow', 'per', 'protein', 'pump'], 'Segment-4': ['rid', 'saltwat', 'skimmer', 'split', 'stream']}","[['apart', 'baffl', 'bubbl', 'cabinet', 'come'], ['fit', 'fugium', 'gallon', 'goe', 'hour'], ['mockup', 'overflow', 'per', 'protein', 'pump'], ['rid', 'saltwat', 'skimmer', 'split', 'stream']]"
asnAA6Oz_kA,allianc alreadi blue cascad final gather goal high infin match ramp red redneck remain robot roll score theyr,"[0, 259, 2204]",,"['allianc alreadi blue cascad', 'final gather goal high', 'infin match ramp red', 'redneck remain robot roll score theyr']","{'Segment-1': ['allianc', 'alreadi', 'blue', 'cascad'], 'Segment-2': ['final', 'gather', 'goal', 'high'], 'Segment-3': ['infin', 'match', 'ramp', 'red'], 'Segment-4': ['redneck', 'remain', 'robot', 'roll', 'score']}","[['allianc', 'alreadi', 'blue', 'cascad'], ['final', 'gather', 'goal', 'high'], ['infin', 'match', 'ramp', 'red'], ['redneck', 'remain', 'robot', 'roll', 'score']]"
KzNYc8nkk_g,got music oh put that without,"[2, 17]",,"['got', 'music', 'oh', 'put that without']","{'Segment-1': ['got'], 'Segment-2': ['music'], 'Segment-3': ['oh'], 'Segment-4': ['put', 'that', 'without']}","[['got'], ['music'], ['oh'], ['put', 'that', 'without']]"
L0t9k4tUbrQ,aom babi bodi crazi everybodi go hey know ladi mo move music part yay,"[3, 6]",,"['aom babi bodi', 'crazi everybodi go', 'hey know ladi', 'mo move music part yay']","{'Segment-1': ['aom', 'babi', 'bodi'], 'Segment-2': ['crazi', 'everybodi', 'go'], 'Segment-3': ['hey', 'know', 'ladi'], 'Segment-4': ['mo', 'move', 'music', 'part', 'yay']}","[['aom', 'babi', 'bodi'], ['crazi', 'everybodi', 'go'], ['hey', 'know', 'ladi'], ['mo', 'move', 'music', 'part', 'yay']]"
L4ypnJQ1wyM,avoid away boot chicken citiz clear cloak de die face hot idiot idot ill lose master nice pot pro se spike sweet way wont worth would,"[0, 1, 35, 285, 904, 1341]",,"['avoid away boot chicken citiz clear', 'cloak de die face hot idiot', 'idot ill lose master nice pot', 'pro se spike sweet way wont worth would']","{'Segment-1': ['avoid', 'away', 'boot', 'chicken', 'citiz'], 'Segment-2': ['cloak', 'de', 'die', 'face', 'hot'], 'Segment-3': ['idot', 'ill', 'lose', 'master', 'nice'], 'Segment-4': ['pro', 'se', 'spike', 'sweet', 'way']}","[['avoid', 'away', 'boot', 'chicken', 'citiz'], ['cloak', 'de', 'die', 'face', 'hot'], ['idot', 'ill', 'lose', 'master', 'nice'], ['pro', 'se', 'spike', 'sweet', 'way']]"
gitNN-AfgWg,continu cruce hill hillsid home la mesa mile mountain north part pecan picacho ridg right rio swing valley view west,"[2, 7]",,"['continu cruce hill hillsid home', 'la mesa mile mountain north', 'part pecan picacho ridg right', 'rio swing valley view west']","{'Segment-1': ['continu', 'cruce', 'hill', 'hillsid', 'home'], 'Segment-2': ['la', 'mesa', 'mile', 'mountain', 'north'], 'Segment-3': ['part', 'pecan', 'picacho', 'ridg', 'right'], 'Segment-4': ['rio', 'swing', 'valley', 'view', 'west']}","[['continu', 'cruce', 'hill', 'hillsid', 'home'], ['la', 'mesa', 'mile', 'mountain', 'north'], ['part', 'pecan', 'picacho', 'ridg', 'right'], ['rio', 'swing', 'valley', 'view', 'west']]"
Ha6-hlLQ7hY,bullet clockwis connector end get go got last lead motor phase pole shrink solder tube well weve wind wine wire,"[2, 7]",,"['bullet clockwis connector end get', 'go got last lead motor', 'phase pole shrink solder tube', 'well weve wind wine wire']","{'Segment-1': ['bullet', 'clockwis', 'connector', 'end', 'get'], 'Segment-2': ['go', 'got', 'last', 'lead', 'motor'], 'Segment-3': ['phase', 'pole', 'shrink', 'solder', 'tube'], 'Segment-4': ['well', 'weve', 'wind', 'wine', 'wire']}","[['bullet', 'clockwis', 'connector', 'end', 'get'], ['go', 'got', 'last', 'lead', 'motor'], ['phase', 'pole', 'shrink', 'solder', 'tube'], ['well', 'weve', 'wind', 'wine', 'wire']]"
QDwMpszcBZY,applaus got hey la let music,"[13, 164, 175]",,"['applaus', 'got', 'hey', 'la let music']","{'Segment-1': ['applaus'], 'Segment-2': ['got'], 'Segment-3': ['hey'], 'Segment-4': ['la', 'let', 'music']}","[['applaus'], ['got'], ['hey'], ['la', 'let', 'music']]"
_DlUM6idM4Y,blah blotchi caramel color cream cv dont drugstor foundat jar like makeup price revlon shade skin whip yeah,"[39, 50, 65]",,"['blah blotchi caramel color', 'cream cv dont drugstor', 'foundat jar like makeup', 'price revlon shade skin whip yeah']","{'Segment-1': ['blah', 'blotchi', 'caramel', 'color'], 'Segment-2': ['cream', 'cv', 'dont', 'drugstor'], 'Segment-3': ['foundat', 'jar', 'like', 'makeup'], 'Segment-4': ['price', 'revlon', 'shade', 'skin', 'whip']}","[['blah', 'blotchi', 'caramel', 'color'], ['cream', 'cv', 'dont', 'drugstor'], ['foundat', 'jar', 'like', 'makeup'], ['price', 'revlon', 'shade', 'skin', 'whip']]"
Cjhca_EuFlY,applaus music sh,"[117, 209, 1800]",,"['applaus', 'music', 'sh', '']","{'Segment-1': ['applaus'], 'Segment-2': ['music'], 'Segment-3': ['sh'], 'Segment-4': []}","[['applaus'], ['music'], ['sh'], []]"
8Ua7DqkP2g0,also app applic bu center control devic icon jabra jailbreak open restart springboard swipe switcher task techcenturi tweak,"[21, 23, 24, 73, 288, 322]",,"['also app applic bu', 'center control devic icon', 'jabra jailbreak open restart', 'springboard swipe switcher task techcenturi tweak']","{'Segment-1': ['also', 'app', 'applic', 'bu'], 'Segment-2': ['center', 'control', 'devic', 'icon'], 'Segment-3': ['jabra', 'jailbreak', 'open', 'restart'], 'Segment-4': ['springboard', 'swipe', 'switcher', 'task', 'techcenturi']}","[['also', 'app', 'applic', 'bu'], ['center', 'control', 'devic', 'icon'], ['jabra', 'jailbreak', 'open', 'restart'], ['springboard', 'swipe', 'switcher', 'task', 'techcenturi']]"
8bXf288-yA0,brick burn candl cedar dri finnish gasolin got guess log pretti put rotten sealer smokey starter stick swedish ted tinder tub um wet wood,"[15, 359, 1457]",,"['brick burn candl cedar dri finnish', 'gasolin got guess log pretti put', 'rotten sealer smokey starter stick swedish', 'ted tinder tub um wet wood']","{'Segment-1': ['brick', 'burn', 'candl', 'cedar', 'dri'], 'Segment-2': ['gasolin', 'got', 'guess', 'log', 'pretti'], 'Segment-3': ['rotten', 'sealer', 'smokey', 'starter', 'stick'], 'Segment-4': ['ted', 'tinder', 'tub', 'um', 'wet']}","[['brick', 'burn', 'candl', 'cedar', 'dri'], ['gasolin', 'got', 'guess', 'log', 'pretti'], ['rotten', 'sealer', 'smokey', 'starter', 'stick'], ['ted', 'tinder', 'tub', 'um', 'wet']]"
ZJ8qOqTa7xk,ab back bigger change chase come exercis father fport lower movement okay one partner person pick pnl produ readi squat step weight,"[110, 369]",,"['ab back bigger change chase', 'come exercis father fport lower', 'movement okay one partner person', 'pick pnl produ readi squat step weight']","{'Segment-1': ['ab', 'back', 'bigger', 'change', 'chase'], 'Segment-2': ['come', 'exercis', 'father', 'fport', 'lower'], 'Segment-3': ['movement', 'okay', 'one', 'partner', 'person'], 'Segment-4': ['pick', 'pnl', 'produ', 'readi', 'squat']}","[['ab', 'back', 'bigger', 'change', 'chase'], ['come', 'exercis', 'father', 'fport', 'lower'], ['movement', 'okay', 'one', 'partner', 'person'], ['pick', 'pnl', 'produ', 'readi', 'squat']]"
ferCwmZW6Nc,afraid bur burst cuz en everi everyth feel find heart ive know learn love mouth pillow readi say str strength sure take un untak use want word,"[14, 28]",,"['afraid bur burst cuz en everi', 'everyth feel find heart ive know', 'learn love mouth pillow readi say', 'str strength sure take un untak use want word']","{'Segment-1': ['afraid', 'bur', 'burst', 'cuz', 'en'], 'Segment-2': ['everyth', 'feel', 'find', 'heart', 'ive'], 'Segment-3': ['learn', 'love', 'mouth', 'pillow', 'readi'], 'Segment-4': ['str', 'strength', 'sure', 'take', 'un']}","[['afraid', 'bur', 'burst', 'cuz', 'en'], ['everyth', 'feel', 'find', 'heart', 'ive'], ['learn', 'love', 'mouth', 'pillow', 'readi'], ['str', 'strength', 'sure', 'take', 'un']]"
krB-9oxTb_k,airlin anoth anyway armor asleep damag fall gameplay get grenad guy halo hour know like lock lose map there thing um watch yeah,"[0, 1, 157, 481]",,"['airlin anoth anyway armor asleep', 'damag fall gameplay get grenad', 'guy halo hour know like', 'lock lose map there thing um watch yeah']","{'Segment-1': ['airlin', 'anoth', 'anyway', 'armor', 'asleep'], 'Segment-2': ['damag', 'fall', 'gameplay', 'get', 'grenad'], 'Segment-3': ['guy', 'halo', 'hour', 'know', 'like'], 'Segment-4': ['lock', 'lose', 'map', 'there', 'thing']}","[['airlin', 'anoth', 'anyway', 'armor', 'asleep'], ['damag', 'fall', 'gameplay', 'get', 'grenad'], ['guy', 'halo', 'hour', 'know', 'like'], ['lock', 'lose', 'map', 'there', 'thing']]"
0gRLbNBXGoA,asian bone carp chef cook daniel fish flake flip golden potato uh,"[11, 18, 20, 22, 29, 59, 120, 604, 2419]",,"['asian bone carp', 'chef cook daniel', 'fish flake flip', 'golden potato uh']","{'Segment-1': ['asian', 'bone', 'carp'], 'Segment-2': ['chef', 'cook', 'daniel'], 'Segment-3': ['fish', 'flake', 'flip'], 'Segment-4': ['golden', 'potato', 'uh']}","[['asian', 'bone', 'carp'], ['chef', 'cook', 'daniel'], ['fish', 'flake', 'flip'], ['golden', 'potato', 'uh']]"
YZPBFHEeIGA,ahead app bling bounc cheat crazi differ earn fail game go gold haunt hd hous ipad mike missil nitro oh play skull truck vehicl wasteland,"[0, 1]",,"['ahead app bling bounc cheat crazi', 'differ earn fail game go gold', 'haunt hd hous ipad mike missil', 'nitro oh play skull truck vehicl wasteland']","{'Segment-1': ['ahead', 'app', 'bling', 'bounc', 'cheat'], 'Segment-2': ['differ', 'earn', 'fail', 'game', 'go'], 'Segment-3': ['haunt', 'hd', 'hous', 'ipad', 'mike'], 'Segment-4': ['nitro', 'oh', 'play', 'skull', 'truck']}","[['ahead', 'app', 'bling', 'bounc', 'cheat'], ['differ', 'earn', 'fail', 'game', 'go'], ['haunt', 'hd', 'hous', 'ipad', 'mike'], ['nitro', 'oh', 'play', 'skull', 'truck']]"
NpCH6hH4RQY,captainsparklez chest collect dont enjoy guy he hero hope hungri jordan know map may pleas pokemon saiyan someon tiger video watch watermelon whatev yeah yo youtub,"[0, 1, 27]",,"['captainsparklez chest collect dont enjoy guy', 'he hero hope hungri jordan know', 'map may pleas pokemon saiyan someon', 'tiger video watch watermelon whatev yeah yo youtub']","{'Segment-1': ['captainsparklez', 'chest', 'collect', 'dont', 'enjoy'], 'Segment-2': ['he', 'hero', 'hope', 'hungri', 'jordan'], 'Segment-3': ['map', 'may', 'pleas', 'pokemon', 'saiyan'], 'Segment-4': ['tiger', 'video', 'watch', 'watermelon', 'whatev']}","[['captainsparklez', 'chest', 'collect', 'dont', 'enjoy'], ['he', 'hero', 'hope', 'hungri', 'jordan'], ['map', 'may', 'pleas', 'pokemon', 'saiyan'], ['tiger', 'video', 'watch', 'watermelon', 'whatev']]"
KpZER2AVun0,assembl belt bolt clutch drive goe key onto pulley shaft slip slot whole,"[2, 7, 620, 1769]",,"['assembl belt bolt', 'clutch drive goe', 'key onto pulley', 'shaft slip slot whole']","{'Segment-1': ['assembl', 'belt', 'bolt'], 'Segment-2': ['clutch', 'drive', 'goe'], 'Segment-3': ['key', 'onto', 'pulley'], 'Segment-4': ['shaft', 'slip', 'slot', 'whole']}","[['assembl', 'belt', 'bolt'], ['clutch', 'drive', 'goe'], ['key', 'onto', 'pulley'], ['shaft', 'slip', 'slot', 'whole']]"
Ye3hOkCsx3A,music,"[3, 4, 13, 28, 33, 38]",,"['music', '', '', '']","{'Segment-1': ['music'], 'Segment-2': [], 'Segment-3': [], 'Segment-4': []}","[['music'], [], [], []]"
Lb2lpt-Bt8A,behind car condit dri lap mano pit pitch prost race spa stop straight strong tire track wet,"[17, 19, 448]",,"['behind car condit dri', 'lap mano pit pitch', 'prost race spa stop', 'straight strong tire track wet']","{'Segment-1': ['behind', 'car', 'condit', 'dri'], 'Segment-2': ['lap', 'mano', 'pit', 'pitch'], 'Segment-3': ['prost', 'race', 'spa', 'stop'], 'Segment-4': ['straight', 'strong', 'tire', 'track', 'wet']}","[['behind', 'car', 'condit', 'dri'], ['lap', 'mano', 'pit', 'pitch'], ['prost', 'race', 'spa', 'stop'], ['straight', 'strong', 'tire', 'track', 'wet']]"
mv8GwurHsgw,cambodia cf charcoal combust consumpt forest fuel improv produc stove tradit,"[11, 22, 876, 1891]",,"['cambodia cf', 'charcoal combust', 'consumpt forest', 'fuel improv produc stove tradit']","{'Segment-1': ['cambodia', 'cf'], 'Segment-2': ['charcoal', 'combust'], 'Segment-3': ['consumpt', 'forest'], 'Segment-4': ['fuel', 'improv', 'produc', 'stove', 'tradit']}","[['cambodia', 'cf'], ['charcoal', 'combust'], ['consumpt', 'forest'], ['fuel', 'improv', 'produc', 'stove', 'tradit']]"
1TqrLMyk2_s,anyway disc dvd guy here ill movi mr peabodi see sherman um unbox video watch yeah,"[26, 864, 1262]",,"['anyway disc dvd guy', 'here ill movi mr', 'peabodi see sherman um', 'unbox video watch yeah']","{'Segment-1': ['anyway', 'disc', 'dvd', 'guy'], 'Segment-2': ['here', 'ill', 'movi', 'mr'], 'Segment-3': ['peabodi', 'see', 'sherman', 'um'], 'Segment-4': ['unbox', 'video', 'watch', 'yeah']}","[['anyway', 'disc', 'dvd', 'guy'], ['here', 'ill', 'movi', 'mr'], ['peabodi', 'see', 'sherman', 'um'], ['unbox', 'video', 'watch', 'yeah']]"
N10mSVG1xxE,bat board button excess fabric foam knot needl ribbon secur stapl stapler thread yard,"[49, 390, 701]",,"['bat board button', 'excess fabric foam', 'knot needl ribbon', 'secur stapl stapler thread yard']","{'Segment-1': ['bat', 'board', 'button'], 'Segment-2': ['excess', 'fabric', 'foam'], 'Segment-3': ['knot', 'needl', 'ribbon'], 'Segment-4': ['secur', 'stapl', 'stapler', 'thread', 'yard']}","[['bat', 'board', 'button'], ['excess', 'fabric', 'foam'], ['knot', 'needl', 'ribbon'], ['secur', 'stapl', 'stapler', 'thread', 'yard']]"
0mtXRLNFjhQ,go music,"[5, 16, 362]",,"['go', 'music', '', '']","{'Segment-1': ['go'], 'Segment-2': ['music'], 'Segment-3': [], 'Segment-4': []}","[['go'], ['music'], [], []]"
y1ImIl7NIok,aint ate big bit boy buddi caus chicken countri darker eh keep man money nobodi poke post runner simpl song spectacl strang tong truck upgrad yeah young,"[2, 7, 75, 172, 235, 2780]",,"['aint ate big bit boy buddi', 'caus chicken countri darker eh keep', 'man money nobodi poke post runner', 'simpl song spectacl strang tong truck upgrad yeah young']","{'Segment-1': ['aint', 'ate', 'big', 'bit', 'boy'], 'Segment-2': ['caus', 'chicken', 'countri', 'darker', 'eh'], 'Segment-3': ['man', 'money', 'nobodi', 'poke', 'post'], 'Segment-4': ['simpl', 'song', 'spectacl', 'strang', 'tong']}","[['aint', 'ate', 'big', 'bit', 'boy'], ['caus', 'chicken', 'countri', 'darker', 'eh'], ['man', 'money', 'nobodi', 'poke', 'post'], ['simpl', 'song', 'spectacl', 'strang', 'tong']]"
Gc5L0zNvfxU,account awesom base boy castl central channel clan comey comment enjoy farm fire goe guy hope layout link middl monster peac pleas project seven sign speed subscrib town twitch twitter voic welcom youtub,"[0, 42, 262, 306]",,"['account awesom base boy castl central channel clan', 'comey comment enjoy farm fire goe guy hope', 'layout link middl monster peac pleas project seven', 'sign speed subscrib town twitch twitter voic welcom youtub']","{'Segment-1': ['account', 'awesom', 'base', 'boy', 'castl'], 'Segment-2': ['comey', 'comment', 'enjoy', 'farm', 'fire'], 'Segment-3': ['layout', 'link', 'middl', 'monster', 'peac'], 'Segment-4': ['sign', 'speed', 'subscrib', 'town', 'twitch']}","[['account', 'awesom', 'base', 'boy', 'castl'], ['comey', 'comment', 'enjoy', 'farm', 'fire'], ['layout', 'link', 'middl', 'monster', 'peac'], ['sign', 'speed', 'subscrib', 'town', 'twitch']]"
GfX1qWTLYxY,ahead breez click custom cydia devic dfu firmwar go io iphon ipsw jailbreak load mode restor select snow sped tether,"[21, 23, 24, 73, 106, 1066]",,"['ahead breez click custom cydia', 'devic dfu firmwar go io', 'iphon ipsw jailbreak load mode', 'restor select snow sped tether']","{'Segment-1': ['ahead', 'breez', 'click', 'custom', 'cydia'], 'Segment-2': ['devic', 'dfu', 'firmwar', 'go', 'io'], 'Segment-3': ['iphon', 'ipsw', 'jailbreak', 'load', 'mode'], 'Segment-4': ['restor', 'select', 'snow', 'sped', 'tether']}","[['ahead', 'breez', 'click', 'custom', 'cydia'], ['devic', 'dfu', 'firmwar', 'go', 'io'], ['iphon', 'ipsw', 'jailbreak', 'load', 'mode'], ['restor', 'select', 'snow', 'sped', 'tether']]"
Gg6hVoftYco,bigger bodi deadlift front girl guy like quad squat strength stronger um weigh,"[100, 161, 356, 548, 567]",,"['bigger bodi deadlift', 'front girl guy', 'like quad squat', 'strength stronger um weigh']","{'Segment-1': ['bigger', 'bodi', 'deadlift'], 'Segment-2': ['front', 'girl', 'guy'], 'Segment-3': ['like', 'quad', 'squat'], 'Segment-4': ['strength', 'stronger', 'um', 'weigh']}","[['bigger', 'bodi', 'deadlift'], ['front', 'girl', 'guy'], ['like', 'quad', 'squat'], ['strength', 'stronger', 'um', 'weigh']]"
xiQqZtIYe2U,basic bear competit disqualifi even garbag ghost hubba humor know letter like loot monster moth mud name pronounc runescap slayer term toss town uh video weeni,[139],,"['basic bear competit disqualifi even garbag', 'ghost hubba humor know letter like', 'loot monster moth mud name pronounc', 'runescap slayer term toss town uh video weeni']","{'Segment-1': ['basic', 'bear', 'competit', 'disqualifi', 'even'], 'Segment-2': ['ghost', 'hubba', 'humor', 'know', 'letter'], 'Segment-3': ['loot', 'monster', 'moth', 'mud', 'name'], 'Segment-4': ['runescap', 'slayer', 'term', 'toss', 'town']}","[['basic', 'bear', 'competit', 'disqualifi', 'even'], ['ghost', 'hubba', 'humor', 'know', 'letter'], ['loot', 'monster', 'moth', 'mud', 'name'], ['runescap', 'slayer', 'term', 'toss', 'town']]"
imsyeJt7Y4A,ago amen ashley cross die faith god hand heard high jeff jesu low morn name pastor pray provis soon thank youv,"[3, 6, 41]",,"['ago amen ashley cross die', 'faith god hand heard high', 'jeff jesu low morn name', 'pastor pray provis soon thank youv']","{'Segment-1': ['ago', 'amen', 'ashley', 'cross', 'die'], 'Segment-2': ['faith', 'god', 'hand', 'heard', 'high'], 'Segment-3': ['jeff', 'jesu', 'low', 'morn', 'name'], 'Segment-4': ['pastor', 'pray', 'provis', 'soon', 'thank']}","[['ago', 'amen', 'ashley', 'cross', 'die'], ['faith', 'god', 'hand', 'heard', 'high'], ['jeff', 'jesu', 'low', 'morn', 'name'], ['pastor', 'pray', 'provis', 'soon', 'thank']]"
irPn7ilfD_g,beyond doubt heart lead lover music sa sail sea shore somewher soon willll,"[0, 93, 102]",,"['beyond doubt heart', 'lead lover music', 'sa sail sea', 'shore somewher soon willll']","{'Segment-1': ['beyond', 'doubt', 'heart'], 'Segment-2': ['lead', 'lover', 'music'], 'Segment-3': ['sa', 'sail', 'sea'], 'Segment-4': ['shore', 'somewher', 'soon', 'willll']}","[['beyond', 'doubt', 'heart'], ['lead', 'lover', 'music'], ['sa', 'sail', 'sea'], ['shore', 'somewher', 'soon', 'willll']]"
TO4l1OQsulU,ball batum forc gay get king mismatch pass passer portland roll rudi run screen,"[0, 52, 70]",,"['ball batum forc', 'gay get king', 'mismatch pass passer', 'portland roll rudi run screen']","{'Segment-1': ['ball', 'batum', 'forc'], 'Segment-2': ['gay', 'get', 'king'], 'Segment-3': ['mismatch', 'pass', 'passer'], 'Segment-4': ['portland', 'roll', 'rudi', 'run', 'screen']}","[['ball', 'batum', 'forc'], ['gay', 'get', 'king'], ['mismatch', 'pass', 'passer'], ['portland', 'roll', 'rudi', 'run', 'screen']]"
Yrvwk-u2kGU,crush delici music sugar sweet tasti,"[0, 961]",,"['crush', 'delici', 'music', 'sugar sweet tasti']","{'Segment-1': ['crush'], 'Segment-2': ['delici'], 'Segment-3': ['music'], 'Segment-4': ['sugar', 'sweet', 'tasti']}","[['crush'], ['delici'], ['music'], ['sugar', 'sweet', 'tasti']]"
rhLyu_m-1gE,acc carolina colleg competitor draft go hansbrough he nation nba north player rebound talent team tyler year,"[0, 52]",,"['acc carolina colleg competitor', 'draft go hansbrough he', 'nation nba north player', 'rebound talent team tyler year']","{'Segment-1': ['acc', 'carolina', 'colleg', 'competitor'], 'Segment-2': ['draft', 'go', 'hansbrough', 'he'], 'Segment-3': ['nation', 'nba', 'north', 'player'], 'Segment-4': ['rebound', 'talent', 'team', 'tyler', 'year']}","[['acc', 'carolina', 'colleg', 'competitor'], ['draft', 'go', 'hansbrough', 'he'], ['nation', 'nba', 'north', 'player'], ['rebound', 'talent', 'team', 'tyler', 'year']]"
cGqndA5F3i8,laughter music,"[16, 315, 505]",,"['laughter', 'music', '', '']","{'Segment-1': ['laughter'], 'Segment-2': ['music'], 'Segment-3': [], 'Segment-4': []}","[['laughter'], ['music'], [], []]"
aGKEgzRRRog,broccoli buckhead burger crunchi guacamol happi love made menu salli sauc soy tempeh textur that tofu veget vegetarian veggi,"[11, 20, 22, 29, 32, 112, 221, 406, 444]",,"['broccoli buckhead burger crunchi', 'guacamol happi love made', 'menu salli sauc soy', 'tempeh textur that tofu veget vegetarian veggi']","{'Segment-1': ['broccoli', 'buckhead', 'burger', 'crunchi'], 'Segment-2': ['guacamol', 'happi', 'love', 'made'], 'Segment-3': ['menu', 'salli', 'sauc', 'soy'], 'Segment-4': ['tempeh', 'textur', 'that', 'tofu', 'veget']}","[['broccoli', 'buckhead', 'burger', 'crunchi'], ['guacamol', 'happi', 'love', 'made'], ['menu', 'salli', 'sauc', 'soy'], ['tempeh', 'textur', 'that', 'tofu', 'veget']]"
N_c60Sp7Gtc,applaus cant center complic everi forev inil inless mari mother music pass sleep someth stop trust want whisper wordless,"[3, 4, 9, 28, 33, 38]",,"['applaus cant center complic', 'everi forev inil inless', 'mari mother music pass', 'sleep someth stop trust want whisper wordless']","{'Segment-1': ['applaus', 'cant', 'center', 'complic'], 'Segment-2': ['everi', 'forev', 'inil', 'inless'], 'Segment-3': ['mari', 'mother', 'music', 'pass'], 'Segment-4': ['sleep', 'someth', 'stop', 'trust', 'want']}","[['applaus', 'cant', 'center', 'complic'], ['everi', 'forev', 'inil', 'inless'], ['mari', 'mother', 'music', 'pass'], ['sleep', 'someth', 'stop', 'trust', 'want']]"
N_IrpQpjJU4,basebal ding dont face feed feel machin offend pervert pitch pornographi rusti sexual shred unir,"[0, 1]",,"['basebal ding dont', 'face feed feel', 'machin offend pervert', 'pitch pornographi rusti sexual shred unir']","{'Segment-1': ['basebal', 'ding', 'dont'], 'Segment-2': ['face', 'feed', 'feel'], 'Segment-3': ['machin', 'offend', 'pervert'], 'Segment-4': ['pitch', 'pornographi', 'rusti', 'sexual', 'shred']}","[['basebal', 'ding', 'dont'], ['face', 'feed', 'feel'], ['machin', 'offend', 'pervert'], ['pitch', 'pornographi', 'rusti', 'sexual', 'shred']]"
v7KEuNl02VA,como curiosidad de el en es est esta la misión muy pue pued que quiso una verdad voy,"[0, 1, 35, 85, 1494, 1836]",,"['como curiosidad de el', 'en es est esta', 'la misión muy pue', 'pued que quiso una verdad voy']","{'Segment-1': ['como', 'curiosidad', 'de', 'el'], 'Segment-2': ['en', 'es', 'est', 'esta'], 'Segment-3': ['la', 'misión', 'muy', 'pue'], 'Segment-4': ['pued', 'que', 'quiso', 'una', 'verdad']}","[['como', 'curiosidad', 'de', 'el'], ['en', 'es', 'est', 'esta'], ['la', 'misión', 'muy', 'pue'], ['pued', 'que', 'quiso', 'una', 'verdad']]"
TELAQR3PFn8,chart complex danc direct fairli flow foreign futur laugh like lol pedro power pretti right rise song style sun sweet that urban,"[436, 1207]",,"['chart complex danc direct fairli', 'flow foreign futur laugh like', 'lol pedro power pretti right', 'rise song style sun sweet that urban']","{'Segment-1': ['chart', 'complex', 'danc', 'direct', 'fairli'], 'Segment-2': ['flow', 'foreign', 'futur', 'laugh', 'like'], 'Segment-3': ['lol', 'pedro', 'power', 'pretti', 'right'], 'Segment-4': ['rise', 'song', 'style', 'sun', 'sweet']}","[['chart', 'complex', 'danc', 'direct', 'fairli'], ['flow', 'foreign', 'futur', 'laugh', 'like'], ['lol', 'pedro', 'power', 'pretti', 'right'], ['rise', 'song', 'style', 'sun', 'sweet']]"
TFjfiumHwsw,bubbl checkpoint end get go im leaderboard level lever momentum planet right sack simplest spider tri web,"[0, 1, 1522, 1648]",,"['bubbl checkpoint end get', 'go im leaderboard level', 'lever momentum planet right', 'sack simplest spider tri web']","{'Segment-1': ['bubbl', 'checkpoint', 'end', 'get'], 'Segment-2': ['go', 'im', 'leaderboard', 'level'], 'Segment-3': ['lever', 'momentum', 'planet', 'right'], 'Segment-4': ['sack', 'simplest', 'spider', 'tri', 'web']}","[['bubbl', 'checkpoint', 'end', 'get'], ['go', 'im', 'leaderboard', 'level'], ['lever', 'momentum', 'planet', 'right'], ['sack', 'simplest', 'spider', 'tri', 'web']]"
