video_id,cleaned_transcript,labels,generated_labels,unigrams,unigram_word_map,segments,GPT_answer
ZXqmLXmRswA,blue bye oh uh wow,"[0, 1, 5, 739]",,"['blue', 'bye', 'oh', 'uh wow']","{'Segment-1': ['blue'], 'Segment-2': ['bye'], 'Segment-3': ['oh'], 'Segment-4': ['uh', 'wow']}","[['blue'], ['bye'], ['oh'], ['uh', 'wow']]","['Topic: Blue', 'Topic: Words representing a topic.', 'Topic: Words representing a topic.', 'Topic: uh wow']"
XUOeq4IWuAI,attract driveway eco fit gravel grid growth materi rut surfac,"[2, 7]",,"['attract driveway', 'eco fit', 'gravel grid', 'growth materi rut surfac']","{'Segment-1': ['attract', 'driveway'], 'Segment-2': ['eco', 'fit'], 'Segment-3': ['gravel', 'grid'], 'Segment-4': ['growth', 'materi', 'rut', 'surfac']}","[['attract', 'driveway'], ['eco', 'fit'], ['gravel', 'grid'], ['growth', 'materi', 'rut', 'surfac']]","['Topic: Attracting Attention to Driveway', 'Topic: Eco Fit', 'Topic: Gravel Grid.', 'Topic: Material growth surface.']"
nMk3ZzZBSBs,big cannonbal differ ecentr elbow extraor grandfath grip hang lot mechan mimic palm posit pullup rotat start tilt toward wrist,[1103],,"['big cannonbal differ ecentr elbow', 'extraor grandfath grip hang lot', 'mechan mimic palm posit pullup', 'rotat start tilt toward wrist']","{'Segment-1': ['big', 'cannonbal', 'differ', 'ecentr', 'elbow'], 'Segment-2': ['extraor', 'grandfath', 'grip', 'hang', 'lot'], 'Segment-3': ['mechan', 'mimic', 'palm', 'posit', 'pullup'], 'Segment-4': ['rotat', 'start', 'tilt', 'toward', 'wrist']}","[['big', 'cannonbal', 'differ', 'ecentr', 'elbow'], ['extraor', 'grandfath', 'grip', 'hang', 'lot'], ['mechan', 'mimic', 'palm', 'posit', 'pullup'], ['rotat', 'start', 'tilt', 'toward', 'wrist']]","['Topic: Big cannonball different eccentric elbow.', ""Topic: Grandfather's grip on a lot."", 'Topic: Mechanism of palm position in pull-ups.', 'Topic: Rotating wrist movement.']"
O-8RkRDLZl4,actual batteri bunch calcul circuit coil emp five high humid let make mosquito put remov reset safe sure transform tri turn uh um volt voltag,"[1233, 3592]",,"['actual batteri bunch calcul circuit coil', 'emp five high humid let make', 'mosquito put remov reset safe sure', 'transform tri turn uh um volt voltag']","{'Segment-1': ['actual', 'batteri', 'bunch', 'calcul', 'circuit'], 'Segment-2': ['emp', 'five', 'high', 'humid', 'let'], 'Segment-3': ['mosquito', 'put', 'remov', 'reset', 'safe'], 'Segment-4': ['transform', 'tri', 'turn', 'uh', 'um']}","[['actual', 'batteri', 'bunch', 'calcul', 'circuit'], ['emp', 'five', 'high', 'humid', 'let'], ['mosquito', 'put', 'remov', 'reset', 'safe'], ['transform', 'tri', 'turn', 'uh', 'um']]","['Topic: Battery calculation circuit.', 'Topic: High humidity in the EMP five region.', 'Topic: Mosquito removal reset safe.', 'Topic: Transforming thought processes during speech hesitations.']"
O37r_pTtGr4,applaus audienc beain bed bomi bra breez cold countri dish distanc drink fever jam kitchen listen meant met much music pain road say sing su thank theow tree understand voic way work yeah youl,"[3, 6, 8]",,"['applaus audienc beain bed bomi bra breez cold', 'countri dish distanc drink fever jam kitchen listen', 'meant met much music pain road say sing', 'su thank theow tree understand voic way work yeah youl']","{'Segment-1': ['applaus', 'audienc', 'beain', 'bed', 'bomi'], 'Segment-2': ['countri', 'dish', 'distanc', 'drink', 'fever'], 'Segment-3': ['meant', 'met', 'much', 'music', 'pain'], 'Segment-4': ['su', 'thank', 'theow', 'tree', 'understand']}","[['applaus', 'audienc', 'beain', 'bed', 'bomi'], ['countri', 'dish', 'distanc', 'drink', 'fever'], ['meant', 'met', 'much', 'music', 'pain'], ['su', 'thank', 'theow', 'tree', 'understand']]","['Topic: Applause from the audience at Beain Bed Bomi.', 'Topic: Country dish distance drink fever.', 'Topic: Music and Pain Meant Much.', 'Topic: Understanding the thank you tree.']"
OMlJcZzu5Yc,amino condition fast faster fortifi grow hair maximum minimum scalp shampoo supercharg therapi,"[50, 850, 931]",,"['amino condition fast', 'faster fortifi grow', 'hair maximum minimum', 'scalp shampoo supercharg therapi']","{'Segment-1': ['amino', 'condition', 'fast'], 'Segment-2': ['faster', 'fortifi', 'grow'], 'Segment-3': ['hair', 'maximum', 'minimum'], 'Segment-4': ['scalp', 'shampoo', 'supercharg', 'therapi']}","[['amino', 'condition', 'fast'], ['faster', 'fortifi', 'grow'], ['hair', 'maximum', 'minimum'], ['scalp', 'shampoo', 'supercharg', 'therapi']]","['Topic: Amino acid condition fast.', 'Topic: Faster fortification for growth.', 'Topic: Hair maximum minimum', 'Topic: Scalp Shampoo Supercharge Therapy.']"
pQj9uHmBS8g,applaus away fli hand head keep music want,"[141, 255]",,"['applaus away', 'fli hand', 'head keep', 'music want']","{'Segment-1': ['applaus', 'away'], 'Segment-2': ['fli', 'hand'], 'Segment-3': ['head', 'keep'], 'Segment-4': ['music', 'want']}","[['applaus', 'away'], ['fli', 'hand'], ['head', 'keep'], ['music', 'want']]","['Topic: Applause Away', 'Topic: FLI Hand', 'Topic: Head Keep', 'Topic: Want music.']"
-CQxyzPNTV8,atm board cheap chip even get like local lousi realli shop skate skateboard snap um,"[68, 72, 945]",,"['atm board cheap', 'chip even get', 'like local lousi', 'realli shop skate skateboard snap um']","{'Segment-1': ['atm', 'board', 'cheap'], 'Segment-2': ['chip', 'even', 'get'], 'Segment-3': ['like', 'local', 'lousi'], 'Segment-4': ['realli', 'shop', 'skate', 'skateboard', 'snap']}","[['atm', 'board', 'cheap'], ['chip', 'even', 'get'], ['like', 'local', 'lousi'], ['realli', 'shop', 'skate', 'skateboard', 'snap']]","['Topic: Cheap ATM Board', 'Topic: Chip Even Get', 'Topic: Local Louisiana', 'Topic: Realli Shop Skate Skateboard Snap']"
4Ke7q84IKTQ,anymor beta chariti date day decid donat go hospit im life lore make money much patreon qa schedul still stream th thank uh upload,"[0, 93, 102]",,"['anymor beta chariti date day decid', 'donat go hospit im life lore', 'make money much patreon qa schedul', 'still stream th thank uh upload']","{'Segment-1': ['anymor', 'beta', 'chariti', 'date', 'day'], 'Segment-2': ['donat', 'go', 'hospit', 'im', 'life'], 'Segment-3': ['make', 'money', 'much', 'patreon', 'qa'], 'Segment-4': ['still', 'stream', 'th', 'thank', 'uh']}","[['anymor', 'beta', 'chariti', 'date', 'day'], ['donat', 'go', 'hospit', 'im', 'life'], ['make', 'money', 'much', 'patreon', 'qa'], ['still', 'stream', 'th', 'thank', 'uh']]","['Topic: Beta Chariti Day', 'Topic: Donate to a hospital in life.', 'Topic: Make money with Patreon QA.', 'Topic: still stream th thank uh']"
XYRUN9sEbSA,apart blade caus check click dust focu gear knife object piec pinion rele someth sound spare tooth,"[2, 7, 729]",,"['apart blade caus check', 'click dust focu gear', 'knife object piec pinion', 'rele someth sound spare tooth']","{'Segment-1': ['apart', 'blade', 'caus', 'check'], 'Segment-2': ['click', 'dust', 'focu', 'gear'], 'Segment-3': ['knife', 'object', 'piec', 'pinion'], 'Segment-4': ['rele', 'someth', 'sound', 'spare', 'tooth']}","[['apart', 'blade', 'caus', 'check'], ['click', 'dust', 'focu', 'gear'], ['knife', 'object', 'piec', 'pinion'], ['rele', 'someth', 'sound', 'spare', 'tooth']]","['Topic: Blade check apart.', 'Topic: Click Dust Focus Gear.', 'Topic: Knife object piec pinion.', 'Topic: Tooth sound spare.']"
SpHu4vgfnb0,accent ahead coat color complet dri go gonna guy hansen im like line nail okay pink put right salli second silver tape,"[49, 181, 216, 222]",,"['accent ahead coat color complet', 'dri go gonna guy hansen', 'im like line nail okay', 'pink put right salli second silver tape']","{'Segment-1': ['accent', 'ahead', 'coat', 'color', 'complet'], 'Segment-2': ['dri', 'go', 'gonna', 'guy', 'hansen'], 'Segment-3': ['im', 'like', 'line', 'nail', 'okay'], 'Segment-4': ['pink', 'put', 'right', 'salli', 'second']}","[['accent', 'ahead', 'coat', 'color', 'complet'], ['dri', 'go', 'gonna', 'guy', 'hansen'], ['im', 'like', 'line', 'nail', 'okay'], ['pink', 'put', 'right', 'salli', 'second']]","['Topic: Accent coat color complet.', 'Topic: Dri Go Gonna Guy Hansen', 'Topic: Line nail.', 'Topic: Pink Salli Second Right.']"
msmVDlNOgMo,ahead alley bile bite carv champion che consumpt dead decay dinner faith feast flesh friend grant hall host hungri invit lay meal mira mord newest viola wallow wretched,"[0, 1, 357, 372]",,"['ahead alley bile bite carv champion che', 'consumpt dead decay dinner faith feast flesh', 'friend grant hall host hungri invit lay', 'meal mira mord newest viola wallow wretched']","{'Segment-1': ['ahead', 'alley', 'bile', 'bite', 'carv'], 'Segment-2': ['consumpt', 'dead', 'decay', 'dinner', 'faith'], 'Segment-3': ['friend', 'grant', 'hall', 'host', 'hungri'], 'Segment-4': ['meal', 'mira', 'mord', 'newest', 'viola']}","[['ahead', 'alley', 'bile', 'bite', 'carv'], ['consumpt', 'dead', 'decay', 'dinner', 'faith'], ['friend', 'grant', 'hall', 'host', 'hungri'], ['meal', 'mira', 'mord', 'newest', 'viola']]","['Topic: Ahead of the alley, a bite of bile and carv.', 'Topic: Dinner of faith and decay of the dead.', 'Topic: Friend Grant Hall Host Hungri', 'Topic: Meal Mira Mord Newest Viola']"
hT4TrUNiwAQ,applaus fell flower foreign legaci music mysteri remain unresolv vase,"[15, 18, 170, 314]",,"['applaus fell', 'flower foreign', 'legaci music', 'mysteri remain unresolv vase']","{'Segment-1': ['applaus', 'fell'], 'Segment-2': ['flower', 'foreign'], 'Segment-3': ['legaci', 'music'], 'Segment-4': ['mysteri', 'remain', 'unresolv', 'vase']}","[['applaus', 'fell'], ['flower', 'foreign'], ['legaci', 'music'], ['mysteri', 'remain', 'unresolv', 'vase']]","['Topic: Applause fell.', 'Topic: Foreign Flower', 'Topic: Legacy in Music', 'Topic: Unresolved mysteries of a vase.']"
vKg3UEMHvcs,channel color cooki dp ear elmo emblem go guy know make monster one ornat page pikachu quick sword tutori um want,"[0, 36, 147, 1119]",,"['channel color cooki dp ear', 'elmo emblem go guy know', 'make monster one ornat page', 'pikachu quick sword tutori um want']","{'Segment-1': ['channel', 'color', 'cooki', 'dp', 'ear'], 'Segment-2': ['elmo', 'emblem', 'go', 'guy', 'know'], 'Segment-3': ['make', 'monster', 'one', 'ornat', 'page'], 'Segment-4': ['pikachu', 'quick', 'sword', 'tutori', 'um']}","[['channel', 'color', 'cooki', 'dp', 'ear'], ['elmo', 'emblem', 'go', 'guy', 'know'], ['make', 'monster', 'one', 'ornat', 'page'], ['pikachu', 'quick', 'sword', 'tutori', 'um']]","['Topic: Channel color cookie DP ear.', 'Topic: Elmo emblem go guy know.', 'Topic: Monster Ornate Page', 'Topic: Pikachu quick sword tutorial.']"
AEORjHcT9T8,appl asu function iphon lg offer pebbl smartwatch third urban watch zen zenat,"[21, 23, 24, 115, 343, 858]",,"['appl asu function', 'iphon lg offer', 'pebbl smartwatch third', 'urban watch zen zenat']","{'Segment-1': ['appl', 'asu', 'function'], 'Segment-2': ['iphon', 'lg', 'offer'], 'Segment-3': ['pebbl', 'smartwatch', 'third'], 'Segment-4': ['urban', 'watch', 'zen', 'zenat']}","[['appl', 'asu', 'function'], ['iphon', 'lg', 'offer'], ['pebbl', 'smartwatch', 'third'], ['urban', 'watch', 'zen', 'zenat']]","['Topic: Application of ASU function.', 'Topic: iPhone LG offer.', 'Topic: Pebbl Smartwatch 3rd Generation.', 'Topic: Urban Zen Watch Zenat']"
AFJxY6EmiV8,bradley cotto dont fight fighter mayweath pacquiao pursu sens tension think tko uh um,"[92, 1866]",,"['bradley cotto dont', 'fight fighter mayweath', 'pacquiao pursu sens', 'tension think tko uh um']","{'Segment-1': ['bradley', 'cotto', 'dont'], 'Segment-2': ['fight', 'fighter', 'mayweath'], 'Segment-3': ['pacquiao', 'pursu', 'sens'], 'Segment-4': ['tension', 'think', 'tko', 'uh', 'um']}","[['bradley', 'cotto', 'dont'], ['fight', 'fighter', 'mayweath'], ['pacquiao', 'pursu', 'sens'], ['tension', 'think', 'tko', 'uh', 'um']]","[""Topic: Bradley Cotto Don't"", 'Topic: Mayweather fight.', 'Topic: Pacquiao pursues sense.', 'Topic: Tension in thought processes.']"
iJrmF1fbhCg,bike brake electr esc instal motor nitro recommend ripper servo set standard steer wire,"[2, 30, 64, 149]",,"['bike brake electr', 'esc instal motor', 'nitro recommend ripper', 'servo set standard steer wire']","{'Segment-1': ['bike', 'brake', 'electr'], 'Segment-2': ['esc', 'instal', 'motor'], 'Segment-3': ['nitro', 'recommend', 'ripper'], 'Segment-4': ['servo', 'set', 'standard', 'steer', 'wire']}","[['bike', 'brake', 'electr'], ['esc', 'instal', 'motor'], ['nitro', 'recommend', 'ripper'], ['servo', 'set', 'standard', 'steer', 'wire']]","['Topic: Bike brake electr.', 'Topic: Esc Instal Motor', 'Topic: Nitro Ripper Recommendation', 'Topic: Servo set standard steer wire.']"
AUkVufk_zBE,begin brand control danc dream even feet good got hey im life live oh pray reach shout sing smile soul spin take world yeah,[12],,"['begin brand control danc dream even', 'feet good got hey im life', 'live oh pray reach shout sing', 'smile soul spin take world yeah']","{'Segment-1': ['begin', 'brand', 'control', 'danc', 'dream'], 'Segment-2': ['feet', 'good', 'got', 'hey', 'im'], 'Segment-3': ['live', 'oh', 'pray', 'reach', 'shout'], 'Segment-4': ['smile', 'soul', 'spin', 'take', 'world']}","[['begin', 'brand', 'control', 'danc', 'dream'], ['feet', 'good', 'got', 'hey', 'im'], ['live', 'oh', 'pray', 'reach', 'shout'], ['smile', 'soul', 'spin', 'take', 'world']]","['Topic: Brand Control in Dance Dreams', ""Topic: Hey, I've got good feet."", 'Topic: Live, oh pray, reach, shout.', 'Topic: Smile, soul, spin, take, world.']"
SYBegjVGfqU,applaus music oh sh,"[2, 7, 344]",,"['applaus', 'music', 'oh', 'sh']","{'Segment-1': ['applaus'], 'Segment-2': ['music'], 'Segment-3': ['oh'], 'Segment-4': ['sh']}","[['applaus'], ['music'], ['oh'], ['sh']]","['Topic: Applause.', 'Topic: Music.', 'Topic: Words representing a topic.', 'Topic: Environmental conservation and sustainability.']"
zjddcRzX2i8,aquat burlingam child drown eager eighti importantli initi intermedi jone kid learn novic regist revit safer segment she splash sport swim water,[360],,"['aquat burlingam child drown eager', 'eighti importantli initi intermedi jone', 'kid learn novic regist revit', 'safer segment she splash sport swim water']","{'Segment-1': ['aquat', 'burlingam', 'child', 'drown', 'eager'], 'Segment-2': ['eighti', 'importantli', 'initi', 'intermedi', 'jone'], 'Segment-3': ['kid', 'learn', 'novic', 'regist', 'revit'], 'Segment-4': ['safer', 'segment', 'she', 'splash', 'sport']}","[['aquat', 'burlingam', 'child', 'drown', 'eager'], ['eighti', 'importantli', 'initi', 'intermedi', 'jone'], ['kid', 'learn', 'novic', 'regist', 'revit'], ['safer', 'segment', 'she', 'splash', 'sport']]","['Topic: Aquat Burlingam Child Drown Eager.', 'Topic: Important intermedi for Jone.', 'Topic: Kid learn novice Revit registration.', 'Topic: Safer sport splash segment.']"
DPr1Tx00knw,asend choos click control devic mode phone preinstal rington screen silent sound switch that uh um vibrat volum whether,"[21, 23, 24]",,"['asend choos click control', 'devic mode phone preinstal', 'rington screen silent sound', 'switch that uh um vibrat volum whether']","{'Segment-1': ['asend', 'choos', 'click', 'control'], 'Segment-2': ['devic', 'mode', 'phone', 'preinstal'], 'Segment-3': ['rington', 'screen', 'silent', 'sound'], 'Segment-4': ['switch', 'that', 'uh', 'um', 'vibrat']}","[['asend', 'choos', 'click', 'control'], ['devic', 'mode', 'phone', 'preinstal'], ['rington', 'screen', 'silent', 'sound'], ['switch', 'that', 'uh', 'um', 'vibrat']]","['Topic: Ascend, choose, click, control.', 'Topic: Device mode for preinstalled phone applications.', 'Topic: Ringtone settings for silent sound.', 'Topic: Switch that vibrat.']"
2J28H3vp1jc,blink blood castl chip clap cre crib curtain drug eye flawless giv hat hur instinct killer learn lurk mick murder music myat never overcook perman rap sc skip slug startop sur takey thre uhhuh ve written,"[53, 58, 160, 166, 231, 491, 1139]",,"['blink blood castl chip clap cre crib curtain drug', 'eye flawless giv hat hur instinct killer learn lurk', 'mick murder music myat never overcook perman rap sc', 'skip slug startop sur takey thre uhhuh ve written']","{'Segment-1': ['blink', 'blood', 'castl', 'chip', 'clap'], 'Segment-2': ['eye', 'flawless', 'giv', 'hat', 'hur'], 'Segment-3': ['mick', 'murder', 'music', 'myat', 'never'], 'Segment-4': ['skip', 'slug', 'startop', 'sur', 'takey']}","[['blink', 'blood', 'castl', 'chip', 'clap'], ['eye', 'flawless', 'giv', 'hat', 'hur'], ['mick', 'murder', 'music', 'myat', 'never'], ['skip', 'slug', 'startop', 'sur', 'takey']]","['Topic: Blink blood castle chip clap.', 'Topic: Eye Flawless Giv Hat Hur.', ""Topic: Mick's murder never related to music."", 'Topic: Surrealism in art and literature.']"
qm9Oah7gYU4,add color dri feel gel go got im instinct ive journal kind like medium paint paintbrush stabillo stencil use washi white,"[49, 127, 2420]",,"['add color dri feel gel', 'go got im instinct ive', 'journal kind like medium paint', 'paintbrush stabillo stencil use washi white']","{'Segment-1': ['add', 'color', 'dri', 'feel', 'gel'], 'Segment-2': ['go', 'got', 'im', 'instinct', 'ive'], 'Segment-3': ['journal', 'kind', 'like', 'medium', 'paint'], 'Segment-4': ['paintbrush', 'stabillo', 'stencil', 'use', 'washi']}","[['add', 'color', 'dri', 'feel', 'gel'], ['go', 'got', 'im', 'instinct', 'ive'], ['journal', 'kind', 'like', 'medium', 'paint'], ['paintbrush', 'stabillo', 'stencil', 'use', 'washi']]","['Topic: Color gel for dry feel.', 'Topic: Go with instinct.', 'Topic: Journal painting mediums.', 'Topic: Paintbrush and Stencil Use with Stabillo and Washi.']"
80kKFDZp69I,click eminem flask go gp guid guy know mil moneymak potion price right skill sold strength super uh,"[0, 1, 139]",,"['click eminem flask go', 'gp guid guy know', 'mil moneymak potion price', 'right skill sold strength super uh']","{'Segment-1': ['click', 'eminem', 'flask', 'go'], 'Segment-2': ['gp', 'guid', 'guy', 'know'], 'Segment-3': ['mil', 'moneymak', 'potion', 'price'], 'Segment-4': ['right', 'skill', 'sold', 'strength', 'super']}","[['click', 'eminem', 'flask', 'go'], ['gp', 'guid', 'guy', 'know'], ['mil', 'moneymak', 'potion', 'price'], ['right', 'skill', 'sold', 'strength', 'super']]","[""Topic: Eminem's musical journey with Flask."", 'Topic: GP Guid Guy Know', 'Topic: Mil moneymak potion price.', 'Topic: Super strength sold by the right skill.']"
YW5fvDI6k98,boston climb leg lost peg pig sail sh ship toost top,[1216],,"['boston climb', 'leg lost', 'peg pig', 'sail sh ship toost top']","{'Segment-1': ['boston', 'climb'], 'Segment-2': ['leg', 'lost'], 'Segment-3': ['peg', 'pig'], 'Segment-4': ['sail', 'sh', 'ship', 'toost', 'top']}","[['boston', 'climb'], ['leg', 'lost'], ['peg', 'pig'], ['sail', 'sh', 'ship', 'toost', 'top']]","['Topic: Boston Climb', 'Topic: Leg loss.', 'Topic: Peg Pig', 'Topic: Sail ship to top.']"
3ZyQvaBbeEc,bulkhead bumblebe egg kinder megatron music one optimu ratchet toy transform,"[26, 370, 379, 526, 735, 978, 1699, 1810, 1998]",,"['bulkhead bumblebe', 'egg kinder', 'megatron music', 'one optimu ratchet toy transform']","{'Segment-1': ['bulkhead', 'bumblebe'], 'Segment-2': ['egg', 'kinder'], 'Segment-3': ['megatron', 'music'], 'Segment-4': ['one', 'optimu', 'ratchet', 'toy', 'transform']}","[['bulkhead', 'bumblebe'], ['egg', 'kinder'], ['megatron', 'music'], ['one', 'optimu', 'ratchet', 'toy', 'transform']]","['Topic: Bulkhead Bumblebee', 'Topic: Kinder Egg.', 'Topic: Megatron Music', 'Topic: One Optimus Ratchet Toy Transform']"
w-QKqFiFjs0,beagl coleman consist decid film friend gregori he hernandez involv juicer like major opinion peopl rad random say skateboard tape traci transworld twixtor um underdog video vx,"[68, 72, 151]",,"['beagl coleman consist decid film friend', 'gregori he hernandez involv juicer like', 'major opinion peopl rad random say', 'skateboard tape traci transworld twixtor um underdog video vx']","{'Segment-1': ['beagl', 'coleman', 'consist', 'decid', 'film'], 'Segment-2': ['gregori', 'he', 'hernandez', 'involv', 'juicer'], 'Segment-3': ['major', 'opinion', 'peopl', 'rad', 'random'], 'Segment-4': ['skateboard', 'tape', 'traci', 'transworld', 'twixtor']}","[['beagl', 'coleman', 'consist', 'decid', 'film'], ['gregori', 'he', 'hernandez', 'involv', 'juicer'], ['major', 'opinion', 'peopl', 'rad', 'random'], ['skateboard', 'tape', 'traci', 'transworld', 'twixtor']]","['Topic: Beagl Coleman Consist Decid Film.', 'Topic: Gregori Hernandez involv juicer.', 'Topic: Major opinion of random people.', ""Topic: Skateboard tape and its use in Transworld's Twixtor.""]"
wYz-A5qKvm0,alway applaus around gotot ill mother music peopl po told,"[6, 835]",,"['alway applaus', 'around gotot', 'ill mother', 'music peopl po told']","{'Segment-1': ['alway', 'applaus'], 'Segment-2': ['around', 'gotot'], 'Segment-3': ['ill', 'mother'], 'Segment-4': ['music', 'peopl', 'po', 'told']}","[['alway', 'applaus'], ['around', 'gotot'], ['ill', 'mother'], ['music', 'peopl', 'po', 'told']]","['Topic: Applause', 'Topic: Gotot.', 'Topic: Ill Mother', 'Topic: Music people told.']"
tNl6psTbydU,brand channel content contest cours dlc enter gain garag go gta guy im kind like ot part rockstar shout stream today two uh vehicl video weekend well,"[0, 1, 35, 48, 85]",,"['brand channel content contest cours dlc', 'enter gain garag go gta guy', 'im kind like ot part rockstar', 'shout stream today two uh vehicl video weekend well']","{'Segment-1': ['brand', 'channel', 'content', 'contest', 'cours'], 'Segment-2': ['enter', 'gain', 'garag', 'go', 'gta'], 'Segment-3': ['im', 'kind', 'like', 'ot', 'part'], 'Segment-4': ['shout', 'stream', 'today', 'two', 'uh']}","[['brand', 'channel', 'content', 'contest', 'cours'], ['enter', 'gain', 'garag', 'go', 'gta'], ['im', 'kind', 'like', 'ot', 'part'], ['shout', 'stream', 'today', 'two', 'uh']]","['Topic: Brand channel content contest course.', 'Topic: Gain in Garag Go GTA.', 'Topic: Kindness and empathy in relationships.', 'Topic: Shout stream today.']"
NfL-Z2MLDHY,blood bu busi ching dont dope evil father god heavenli hold homi im knee live mission save,[14],,"['blood bu busi ching', 'dont dope evil father', 'god heavenli hold homi', 'im knee live mission save']","{'Segment-1': ['blood', 'bu', 'busi', 'ching'], 'Segment-2': ['dont', 'dope', 'evil', 'father'], 'Segment-3': ['god', 'heavenli', 'hold', 'homi'], 'Segment-4': ['im', 'knee', 'live', 'mission', 'save']}","[['blood', 'bu', 'busi', 'ching'], ['dont', 'dope', 'evil', 'father'], ['god', 'heavenli', 'hold', 'homi'], ['im', 'knee', 'live', 'mission', 'save']]","['Topic: Blood business chain.', 'Topic: Avoiding bad influences from a negative father figure.', 'Topic: God in heavenly home.', 'Topic: Save the Mission Live.']"
roeqaHJtsyY,bu dinki hair pictur pinki said school tyler,"[5, 434]",,"['bu dinki', 'hair pictur', 'pinki said', 'school tyler']","{'Segment-1': ['bu', 'dinki'], 'Segment-2': ['hair', 'pictur'], 'Segment-3': ['pinki', 'said'], 'Segment-4': ['school', 'tyler']}","[['bu', 'dinki'], ['hair', 'pictur'], ['pinki', 'said'], ['school', 'tyler']]","['Topic: Bu dinki.', 'Topic: Hair Picture.', 'Topic: Pinki said.', 'Topic: School in Tyler.']"
j71ggLVEsU8,add batter boil bread crumb deepfri dish egg meat sauc scotch worcest,"[11, 20, 22, 29, 32, 120, 122, 123, 173, 321, 370, 1115, 1943]",,"['add batter boil', 'bread crumb deepfri', 'dish egg meat', 'sauc scotch worcest']","{'Segment-1': ['add', 'batter', 'boil'], 'Segment-2': ['bread', 'crumb', 'deepfri'], 'Segment-3': ['dish', 'egg', 'meat'], 'Segment-4': ['sauc', 'scotch', 'worcest']}","[['add', 'batter', 'boil'], ['bread', 'crumb', 'deepfri'], ['dish', 'egg', 'meat'], ['sauc', 'scotch', 'worcest']]","['Topic: Batter Boil', 'Topic: Deep-fried bread crumb.', 'Topic: Egg and meat dish.', 'Topic: Saucy Scotch Worcestershire.']"
gwDpmId8AQc,carrot celeri delici juic kitchen pleas recip refresh salt south stalk storebought swap todd tolley tomato tri weekli,"[11, 20, 229, 625, 1049, 2004]",,"['carrot celeri delici juic', 'kitchen pleas recip refresh', 'salt south stalk storebought', 'swap todd tolley tomato tri weekli']","{'Segment-1': ['carrot', 'celeri', 'delici', 'juic'], 'Segment-2': ['kitchen', 'pleas', 'recip', 'refresh'], 'Segment-3': ['salt', 'south', 'stalk', 'storebought'], 'Segment-4': ['swap', 'todd', 'tolley', 'tomato', 'tri']}","[['carrot', 'celeri', 'delici', 'juic'], ['kitchen', 'pleas', 'recip', 'refresh'], ['salt', 'south', 'stalk', 'storebought'], ['swap', 'todd', 'tolley', 'tomato', 'tri']]","['Topic: Carrot Celeri Delici Juic.', 'Topic: Refreshing kitchen pleasantries.', 'Topic: Storebought salt from the South.', 'Topic: Todd Tolley and Tri Tomato Swap.']"
GCXfdaQfmCk,ahead applaus bber dont gainer go hat justtin last ms music nake nate onat stop vide videotap wait wetan,[311],,"['ahead applaus bber dont', 'gainer go hat justtin', 'last ms music nake', 'nate onat stop vide videotap wait wetan']","{'Segment-1': ['ahead', 'applaus', 'bber', 'dont'], 'Segment-2': ['gainer', 'go', 'hat', 'justtin'], 'Segment-3': ['last', 'ms', 'music', 'nake'], 'Segment-4': ['nate', 'onat', 'stop', 'vide', 'videotap']}","[['ahead', 'applaus', 'bber', 'dont'], ['gainer', 'go', 'hat', 'justtin'], ['last', 'ms', 'music', 'nake'], ['nate', 'onat', 'stop', 'vide', 'videotap']]","[""Topic: Applause ahead, don't bother."", 'Topic: Gainer Go Hat Justtin.', 'Topic: Last MS Music Nake', 'Topic: Video tape stop.']"
c47lfJDhAO4,abit ar arch bring clean comb continu curv curvatur get golf hair line okay sandwich shar sheet sure tack take te tight tilter uh un upsid use weight your,"[50, 65, 661, 1851]",,"['abit ar arch bring clean comb continu', 'curv curvatur get golf hair line okay', 'sandwich shar sheet sure tack take te', 'tight tilter uh un upsid use weight your']","{'Segment-1': ['abit', 'ar', 'arch', 'bring', 'clean'], 'Segment-2': ['curv', 'curvatur', 'get', 'golf', 'hair'], 'Segment-3': ['sandwich', 'shar', 'sheet', 'sure', 'tack'], 'Segment-4': ['tight', 'tilter', 'uh', 'un', 'upsid']}","[['abit', 'ar', 'arch', 'bring', 'clean'], ['curv', 'curvatur', 'get', 'golf', 'hair'], ['sandwich', 'shar', 'sheet', 'sure', 'tack'], ['tight', 'tilter', 'uh', 'un', 'upsid']]","['Topic: Abit ar arch bring clean.', 'Topic: Curvature of golf hair.', 'Topic: Sandwich Shar Sheet Sure Tack', 'Topic: Tight tilter uh un upsid.']"
